Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
melanosome assembly (GO:1903232),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TRAPPC6A
metanephric collecting duct development (GO:0072205),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,WNT7B
metaphase/anaphase transition of cell cycle (GO:0044784),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CDC27
metaphase/anaphase transition of mitotic cell cycle (GO:0007091),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CDC27
mitochondrial proton-transporting ATP synthase complex assembly (GO:0033615),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FMC1
mitochondrial ribosome assembly (GO:0061668),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DHX30
multinuclear osteoclast differentiation (GO:0072674),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SH3PXD2A
negative regulation of actin filament depolymerization (GO:0030835),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GSN
negative regulation of amino acid transport (GO:0051956),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC43A2
negative regulation of amyloid precursor protein biosynthetic process (GO:0042985),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,AGO2
negative regulation of Arp2/3 complex-mediated actin nucleation (GO:0034316),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GMFB
negative regulation of cardiac muscle cell apoptotic process (GO:0010667),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MDK
negative regulation of cardiac muscle cell differentiation (GO:2000726),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FZD7
negative regulation of cardiac muscle tissue growth (GO:0055022),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GSK3A
negative regulation of fat cell proliferation (GO:0070345),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TFDP1
negative regulation of fibroblast migration (GO:0010764),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAC1
negative regulation of glucocorticoid receptor signaling pathway (GO:2000323),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PHB
negative regulation of glycogen biosynthetic process (GO:0045719),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GSK3A
negative regulation of lipoprotein lipase activity (GO:0051005),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SORT1
negative regulation of mast cell activation (GO:0033004),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ENPP3
negative regulation of meiotic cell cycle (GO:0051447),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DUSP1
negative regulation of monocyte chemotaxis (GO:0090027),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DUSP1
negative regulation of morphogenesis of an epithelium (GO:1905331),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TACSTD2
negative regulation of myeloid cell apoptotic process (GO:0033033),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MAEA
negative regulation of relaxation of muscle (GO:1901078),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,GRK2
negative regulation of triglyceride metabolic process (GO:0090209),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FBXW7
negative regulation of vitamin metabolic process (GO:0046137),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NFKB1
nephron tubule development (GO:0072080),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MTSS1
"neurotransmitter receptor transport, endosome to postsynaptic membrane (GO:0098887)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAB11A
norepinephrine biosynthetic process (GO:0042421),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MOXD1
peptide antigen assembly with MHC protein complex (GO:0002501),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CALR
peptidyl-diphthamide biosynthetic process from peptidyl-histidine (GO:0017183),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DPH3
peptidyl-diphthamide metabolic process (GO:0017182),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DPH3
peptidyl-glutamine methylation (GO:0018364),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TRMT112
peroxisome proliferator activated receptor signaling pathway (GO:0035357),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ACTN4
photoreceptor cell outer segment organization (GO:0035845),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,AHI1
piRNA biosynthetic process (GO:1990511),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DDX4
plasma membrane raft assembly (GO:0044854),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FLOT1
plus-end-directed organelle transport along microtubule (GO:0072386),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,KIF13A
positive regulation of animal organ morphogenesis (GO:0110110),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SIX4
positive regulation of anion transport (GO:1903793),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CEBPB
positive regulation of cell-cell adhesion mediated by integrin (GO:0033634),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PODXL
positive regulation of deacetylase activity (GO:0090045),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MAPK8
positive regulation of endothelial cell development (GO:1901552),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,F11R
positive regulation of establishment of endothelial barrier (GO:1903142),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,F11R
positive regulation of granulocyte differentiation (GO:0030854),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HAX1
positive regulation of heart rate by epinephrine-norepinephrine (GO:0001996),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TPM1
positive regulation of histone phosphorylation (GO:0033129),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MAPK3
positive regulation of immune response to tumor cell (GO:0002839),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HSPD1
positive regulation of ion transmembrane transport (GO:0034767),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,WNK3
positive regulation of kidney development (GO:0090184),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MYC
positive regulation of lipoprotein particle clearance (GO:0010986),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ANXA2
positive regulation of natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002860),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NECTIN2
positive regulation of natural killer cell mediated immune response to tumor cell (GO:0002857),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NECTIN2
positive regulation of protein glycosylation (GO:0060050),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CHP1
positive regulation of receptor binding (GO:1900122),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ANXA2
positive regulation of T cell mediated immune response to tumor cell (GO:0002842),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HSPD1
positive regulation of toll-like receptor 2 signaling pathway (GO:0034137),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,F2RL1
positive regulation of toll-like receptor 7 signaling pathway (GO:0034157),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DDX3X
positive regulation of vascular endothelial growth factor signaling pathway (GO:1900748),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MYO1C
"positive regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000096)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DAB2
postsynaptic density assembly (GO:0097107),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PTEN
prepulse inhibition (GO:0060134),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PTEN
pronephros development (GO:0048793),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SEC61A1
protein geranylgeranylation (GO:0018344),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RABGGTB
protein localization to ciliary transition zone (GO:1904491),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TCTN2
protein localization to nuclear envelope (GO:0090435),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NUTF2
protein localization to perinuclear region of cytoplasm (GO:1905719),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HOOK1
protein repair (GO:0030091),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PCMT1
protein-DNA covalent cross-linking repair (GO:0106300),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,VCP
proton-transporting V-type ATPase complex assembly (GO:0070070),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TMEM9
pteridine-containing compound biosynthetic process (GO:0042559),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DHFR
regulation of adipose tissue development (GO:1904177),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,KLF7
regulation of cell cycle checkpoint (GO:1901976),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FEM1B
regulation of DNA-dependent DNA replication initiation (GO:0030174),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,WDR18
regulation of endoplasmic reticulum tubular network organization (GO:1903371),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAB3GAP2
regulation of glucagon secretion (GO:0070092),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,AIMP1
regulation of glucokinase activity (GO:0033131),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MIDN
regulation of glutamate receptor signaling pathway (GO:1900449),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PRNP
regulation of hormone biosynthetic process (GO:0046885),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,HIF1A
regulation of hydrogen peroxide metabolic process (GO:0010310),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAC1
regulation of immunoglobulin mediated immune response (GO:0002889),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NECTIN2
regulation of interleukin-1-mediated signaling pathway (GO:2000659),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,OTUD4
regulation of long-chain fatty acid import across plasma membrane (GO:0010746),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,THBS1
regulation of neutrophil extravasation (GO:2000389),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MDK
regulation of nitric oxide mediated signal transduction (GO:0010749),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,THBS1
regulation of protein autoubiquitination (GO:1902498),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RBX1
regulation of relaxation of cardiac muscle (GO:1901897),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,CAMK2D
regulation of resting membrane potential (GO:0060075),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,KCNK1
"regulation of retrograde transport, endosome to Golgi (GO:1905279)",06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,USP7
regulation of superoxide metabolic process (GO:0090322),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,DHFR
regulation of t-circle formation (GO:1904429),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ERCC1
regulation of translational elongation (GO:0006448),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,EIF5A
regulation of type B pancreatic cell proliferation (GO:0061469),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PTPRN
regulation of ventricular cardiac muscle cell membrane depolarization (GO:0060373),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SMAD7
regulation of vitamin D biosynthetic process (GO:0060556),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NFKB1
renal filtration cell differentiation (GO:0061318),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,BASP1
replication-born double-strand break repair via sister chromatid exchange (GO:1990414),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,RAD21
response to DNA damage checkpoint signaling (GO:0072423),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SMC1A
response to gonadotropin (GO:0034698),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SLC5A5
response to granulocyte macrophage colony-stimulating factor (GO:0097012),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ZFP36
response to lipoteichoic acid (GO:0070391),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,MAPK14
skeletal muscle thin filament assembly (GO:0030240),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ACTA1
snoRNA localization (GO:0048254),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,NOP58
spinal cord motor neuron differentiation (GO:0021522),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SOX4
T-tubule organization (GO:0033292),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ANK2
tongue development (GO:0043586),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,SIX4
transmembrane receptor protein tyrosine phosphatase signaling pathway (GO:0007185),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PTPRF
tripartite regional subdivision (GO:0007351),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,TDGF1
tRNA pseudouridine synthesis (GO:0031119),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,PUS7
tyrosine catabolic process (GO:0006572),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,FAH
xenobiotic transport across blood-brain barrier (GO:1990962),06-Jan,0.774933799,0.999996398,0,0,0.708818182,0.180732811,ABCG2
adipose tissue development (GO:0060612),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,XBP1;NAMPT
attachment of mitotic spindle microtubules to kinetochore (GO:0051315),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CENPE;SEH1L
brain morphogenesis (GO:0048854),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,MKKS;PTEN
calcineurin-mediated signaling (GO:0097720),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PPP3CB;PPP3R1
cardiocyte differentiation (GO:0035051),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,TGFB2;NRG1
carnitine metabolic process (GO:0009437),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,ACADL;ALDH9A1
catecholamine biosynthetic process (GO:0042423),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,MOXD1;TGFB2
cellular response to fluid shear stress (GO:0071498),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,HDAC3;MTSS1
cellular response to nitrogen levels (GO:0043562),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,GABARAPL1;MAP1LC3A
cellular response to nitrogen starvation (GO:0006995),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,GABARAPL1;MAP1LC3A
cellular response to thyroid hormone stimulus (GO:0097067),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,MED1;RDX
chromatin assembly or disassembly (GO:0006333),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,SUV39H2;NOC2L
dermatan sulfate biosynthetic process (GO:0030208),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,NCAN;DSE
inositol phosphate catabolic process (GO:0071545),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PTEN;SYNJ2
"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,UQCRQ;CYCS
mitochondrial genome maintenance (GO:0000002),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PARP1;SLC25A4
mitochondrion distribution (GO:0048311),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,ARMC1;DNM1L
mitotic G1/S transition checkpoint signaling (GO:0044819),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PLK3;RPS27L
modulation by host of viral process (GO:0044788),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CFL1;PPIB
motile cilium assembly (GO:0044458),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,E2F4;CCDC40
mRNA transcription (GO:0009299),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,MED1;DDX5
negative regulation by host of viral process (GO:0044793),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PSMC3;VAPA
negative regulation of calcineurin-mediated signaling (GO:0106057),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PRNP;CHP1
negative regulation of calcineurin-NFAT signaling cascade (GO:0070885),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PRNP;CHP1
negative regulation of gene silencing by miRNA (GO:0060965),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,DND1;ELAVL1
negative regulation of heart contraction (GO:0045822),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,GRK2;SRI
negative regulation of histone acetylation (GO:0035067),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,SET;NOC2L
negative regulation of leukocyte chemotaxis (GO:0002689),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,DUSP1;MIF
negative regulation of oxidoreductase activity (GO:0051354),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,ETFBKMT;MT3
negative regulation of receptor internalization (GO:0002091),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,ATXN2;MTMR2
phagolysosome assembly (GO:0001845),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,RAB14;ARL8B
phosphate ion transmembrane transport (GO:0035435),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,SLC25A3;SLC20A1
positive regulation of cardiocyte differentiation (GO:1905209),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,EFNB2;TGFB2
positive regulation of leukocyte proliferation (GO:0070665),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,MAPK1;MAPK3
positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CUL3;CDC27
positive regulation of mitotic metaphase/anaphase transition (GO:0045842),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CUL3;CDC27
positive regulation of mitotic sister chromatid separation (GO:1901970),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CUL3;CDC27
positive regulation of protein maturation (GO:1903319),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,BAG2;SOX4
positive regulation of pseudopodium assembly (GO:0031274),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CDC42;F2RL1
positive regulation of vascular permeability (GO:0043117),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,TJP1;TJP2
regulation of actin nucleation (GO:0051125),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,ARF1;GSN
regulation of alcohol biosynthetic process (GO:1902930),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,KPNB1;RAN
regulation of astrocyte differentiation (GO:0048710),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,SERPINE2;ID2
regulation of dendritic cell differentiation (GO:2001198),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,LGALS1;HMGB1
regulation of hemopoiesis (GO:1903706),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PURB;MYSM1
regulation of keratinocyte migration (GO:0051547),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,PTEN;ARF6
regulation of pseudopodium assembly (GO:0031272),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,CDC42;F2RL1
regulation of response to oxidative stress (GO:1902882),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,HEBP2;SELENON
tricarboxylic acid metabolic process (GO:0072350),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,GLUD1;IDH3A
very-low-density lipoprotein particle assembly (GO:0034379),12-Feb,0.777840605,0.999996398,0,0,0.708751989,0.178062352,SOAT1;P4HB
negative regulation of intracellular protein transport (GO:0090317),23-Apr,0.778233055,0.999996398,0,0,0.745963157,0.187034777,UFM1;CHP1;PARK7;RANGAP1
negative regulation of smoothened signaling pathway (GO:0045879),23-Apr,0.778233055,0.999996398,0,0,0.745963157,0.187034777,VCP;GPC3;RACK1;GLI3
peptidyl-L-cysteine S-palmitoylation (GO:0018230),23-Apr,0.778233055,0.999996398,0,0,0.745963157,0.187034777,CLIP3;ZDHHC20;ZDHHC6;GOLGA7
