Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
negative regulation of protein polymerization (GO:0032272),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,STMN2
positive regulation of gene silencing by miRNA (GO:2000637),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,LIN28A
positive regulation of muscle cell differentiation (GO:0051149),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,CDC42
positive regulation of nitric oxide biosynthetic process (GO:0045429),27-Jan,0.236751338,0.370114018,0,0,3.841297591,5.534329897,CLU
cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),3/170,0.239761521,0.374444679,0,0,1.799523402,2.569918286,CLDN6;EMB;PTPRF
organelle organization (GO:0006996),6/420,0.241309739,0.374444679,0,0,1.455808365,2.069684822,CNN2;CDC42;RAB31;ABI2;DPYSL2;TPM1
positive regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043123),3/171,0.242407427,0.374444679,0,0,1.788720845,2.534859603,GJA1;LGALS1;FLNA
intracellular protein transport (GO:0006886),5/336,0.243658934,0.374444679,0,0,1.516024543,2.140605194,POM121;RAB31;ARL5C;AP1M2;IPO5
amide transport (GO:0042886),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,PDPN
receptor clustering (GO:0043113),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,FLNA
carbohydrate derivative biosynthetic process (GO:1901137),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,TPI1
"regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)",28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,SPRED1
regulation of multicellular organismal development (GO:2000026),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,DUSP6
regulation of phosphatase activity (GO:0010921),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,HSP90B1
regulation of postsynapse organization (GO:0099175),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,ABI2
regulation of small molecule metabolic process (GO:0062012),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,PDK1
glycogen metabolic process (GO:0005977),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,CALM1
response to ketone (GO:1901654),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,THBS1
mucosal immune response (GO:0002385),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,PLA2G1B
negative regulation of calcium ion transmembrane transporter activity (GO:1901020),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,CALM1
neutral amino acid transport (GO:0015804),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,SLC38A2
photoperiodism (GO:0009648),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,ID2
positive regulation of nitric oxide metabolic process (GO:1904407),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,CLU
protein localization to cell surface (GO:0034394),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,FLNA
protein localization to Golgi apparatus (GO:0034067),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,ARL5C
protein localization to lysosome (GO:0061462),28-Jan,0.244355917,0.374444679,0,0,3.698840254,5.212144694,NEDD4
regulation of calcium ion transmembrane transporter activity (GO:1901019),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,CALM1
regulation of response to biotic stimulus (GO:0002831),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,FOXP1
establishment of endothelial barrier (GO:0061028),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,AFDN
establishment of mitotic spindle localization (GO:0040001),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,GJA1
regulation of ubiquitin-protein transferase activity (GO:0051438),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,FEM1B
limb development (GO:0060173),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,GLI3
lipid catabolic process (GO:0016042),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,PLA2G1B
transition metal ion homeostasis (GO:0055076),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,SLC40A1
negative regulation of epithelial to mesenchymal transition (GO:0010719),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,SPRED1
"nucleotide-excision repair, preincision complex assembly (GO:0006294)",29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,CUL4B
positive regulation of dephosphorylation (GO:0035306),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,CALM1
positive regulation of extrinsic apoptotic signaling pathway (GO:2001238),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,THBS1
positive regulation of viral genome replication (GO:0045070),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,LARP1
production of miRNAs involved in gene silencing by miRNA (GO:0035196),29-Jan,0.251885106,0.381183144,0,0,3.566558442,4.917507384,LIN28A
defense response to bacterium (GO:0042742),3/176,0.255706215,0.386622352,0,0,1.736581338,2.368221277,ANXA3;PLA2G1B;GBP2
response to UV (GO:0009411),2/99,0.258686571,0.386627085,0,0,2.062274321,2.78847968,NEDD4;PCLAF
artery morphogenesis (GO:0048844),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,LRP2
cardiac muscle cell action potential (GO:0086001),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,PKP2
regulation of macrophage activation (GO:0043030),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,THBS1
establishment of spindle orientation (GO:0051294),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,GJA1
regulation of striated muscle contraction (GO:0006942),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,CALM1
fatty-acyl-CoA biosynthetic process (GO:0046949),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,ACSL4
respiratory tube development (GO:0030323),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,PDPN
ion homeostasis (GO:0050801),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,FHL1
termination of RNA polymerase I transcription (GO:0006363),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,CAVIN1
morphogenesis of an epithelium (GO:0002009),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,ACTB
ncRNA catabolic process (GO:0034661),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,LIN28A
phosphatidylcholine acyl-chain remodeling (GO:0036151),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,PLA2G1B
positive regulation of DNA recombination (GO:0045911),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,ARID2
positive regulation of phosphate metabolic process (GO:0045937),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,THBS1
primary neural tube formation (GO:0014020),30-Jan,0.259339647,0.386627085,0,0,3.443399512,4.64726948,LRP2
positive regulation of protein localization to membrane (GO:1905477),2/101,0.266062067,0.392818801,0,0,2.020407117,2.675070871,SFN;YWHAZ
'de novo' posttranslational protein folding (GO:0051084),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,HSPA5
aminoglycan catabolic process (GO:0006026),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,GPC3
regulation of potassium ion transport (GO:0043266),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,FHL1
regulation of transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0090092),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,FSTL1
tube closure (GO:0060606),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,LRP2
vitamin transport (GO:0051180),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,PDPN
negative regulation of axon extension (GO:0030517),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,SEMA3E
negative regulation of osteoblast differentiation (GO:0045668),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,NOCT
negative regulation of peptidyl-tyrosine phosphorylation (GO:0050732),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,INPP5F
negative regulation of response to DNA damage stimulus (GO:2001021),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,CLU
organelle transport along microtubule (GO:0072384),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,CDC42
peptide cross-linking (GO:0018149),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,THBS1
positive regulation of proteolysis involved in cellular protein catabolic process (GO:1903052),31-Jan,0.266720277,0.392818801,0,0,3.328451178,4.398730697,CLU
cellular response to DNA damage stimulus (GO:0006974),5/350,0.269874206,0.397060583,0,0,1.453458838,1.903739414,CBX5;PCLAF;SFN;FOXP1;CUL4B
chromatin remodeling (GO:0006338),2/103,0.273437585,0.397060583,0,0,1.98019802,2.567686914,NUDT5;ACTB
regulation of cell migration involved in sprouting angiogenesis (GO:0090049),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,THBS1
regulation of cell morphogenesis (GO:0022604),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,PDPN
regulation of chemotaxis (GO:0050920),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,THBS1
regulation of dendrite morphogenesis (GO:0048814),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,NEDD4
regulation of dendritic spine morphogenesis (GO:0061001),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,ABI2
cellular response to glucose stimulus (GO:0071333),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,LIN28A
cellular response to topologically incorrect protein (GO:0035967),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,HSPA5
regulation of intracellular estrogen receptor signaling pathway (GO:0033146),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,STRN3
regulation of intracellular protein transport (GO:0033157),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,PTPN14
endodermal cell differentiation (GO:0035987),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,LAMB1
establishment or maintenance of epithelial cell apical/basal polarity (GO:0045197),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,CDC42
regulation of transcription involved in G1/S transition of mitotic cell cycle (GO:0000083),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,ID2
transcription initiation from RNA polymerase I promoter (GO:0006361),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,CAVIN1
metal ion export (GO:0070839),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,SLC40A1
mitochondrial membrane organization (GO:0007006),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,BNIP3
negative regulation of microtubule polymerization or depolymerization (GO:0031111),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,STMN2
positive regulation of glucose transmembrane transport (GO:0010828),1/32,0.274027726,0.397060583,0,0,3.220918866,4.169563174,BRAF
apoptotic cell clearance (GO:0043277),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,THBS1
lytic vacuole organization (GO:0080171),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,CLN6
vasculogenesis (GO:0001570),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,SPRED1
negative chemotaxis (GO:0050919),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,SEMA3E
negative regulation of smooth muscle cell proliferation (GO:0048662),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,TPM1
positive regulation of organelle organization (GO:0010638),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,ANXA2
primary alcohol metabolic process (GO:0034308),1/33,0.281262715,0.405132432,0,0,3.120107323,3.957750418,GPD2
regulation of cell cycle process (GO:0010564),2/106,0.284494637,0.409441606,0,0,1.922784069,2.417018169,CDC42;CALM1
regulation of amyloid-beta formation (GO:1902003),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,CLU
autophagosome maturation (GO:0097352),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,CALM1
cardiac muscle contraction (GO:0060048),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,TPM1
regulation of glucose metabolic process (GO:0010906),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,PDK1
response to steroid hormone (GO:0048545),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,THBS1
transcription by RNA polymerase I (GO:0006360),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,CAVIN1
tRNA export from nucleus (GO:0006409),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,POM121
tRNA-containing ribonucleoprotein complex export from nucleus (GO:0071431),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,POM121
negative regulation of blood vessel endothelial cell migration (GO:0043537),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,THBS1
neural tube closure (GO:0001843),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,LRP2
phosphatidylserine metabolic process (GO:0006658),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,PLA2G1B
positive regulation of calcium ion transport into cytosol (GO:0010524),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,PLA2G1B
positive regulation of DNA binding (GO:0043388),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,PLAUR
positive regulation of epidermal growth factor receptor signaling pathway (GO:0045742),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,PLAUR
positive regulation of protein dephosphorylation (GO:0035307),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,CALM1
positive regulation of release of sequestered calcium ion into cytosol (GO:0051281),1/34,0.28842596,0.409564863,0,0,3.025405571,3.761537767,CALM1
DNA replication (GO:0006260),2/108,0.291857862,0.414093087,0,0,1.886313571,2.322973221,PCLAF;RBMS1
regulation of blood circulation (GO:1903522),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,TPM1
cellular response to amyloid-beta (GO:1904646),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,GJA1
cellular response to hydrogen peroxide (GO:0070301),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,IMPACT
regulation of ion transmembrane transport (GO:0034765),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,NEDD4
respiratory system development (GO:0060541),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,PDPN
response to estrogen (GO:0043627),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,KRT19
smoothened signaling pathway (GO:0007224),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,GLI3
lung development (GO:0030324),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,PDPN
negative regulation of cell cycle G1/S phase transition (GO:1902807),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,FHL1
negative regulation of epithelial cell migration (GO:0010633),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,THBS1
negative regulation of Ras protein signal transduction (GO:0046580),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,SPRY4
oxoacid metabolic process (GO:0043436),1/35,0.295518167,0.415138464,0,0,2.93627451,3.579391928,PPA1
regulation of protein kinase activity (GO:0045859),2/110,0.299211521,0.419811259,0,0,1.851193833,2.233658859,SPRED1;SFN
plasma membrane bounded cell projection assembly (GO:0120031),4/278,0.299881345,0.419811259,0,0,1.461875351,1.760636474,PMP22;FLNA;PARVA;AIF1L
regulation of androgen receptor signaling pathway (GO:0060765),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,FOXP1
regulation of cardiac muscle contraction (GO:0055117),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,CALM1
regulation of cell cycle G1/S phase transition (GO:1902806),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,ID2
regulation of embryonic development (GO:0045995),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,RPS6KA6
cellular response to heat (GO:0034605),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,THBS1
dendrite morphogenesis (GO:0048813),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,CDC42
embryonic limb morphogenesis (GO:0030326),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,GLI3
endoderm formation (GO:0001706),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,LAMB1
retina homeostasis (GO:0001895),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,ACTB
mitochondrion disassembly (GO:0061726),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,BNIP3
"Wnt signaling pathway, calcium modulating pathway (GO:0007223)",1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,CALM1
negative regulation of DNA metabolic process (GO:0051053),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,DNMT3L
positive regulation of myeloid leukocyte differentiation (GO:0002763),1/36,0.302540039,0.419811259,0,0,2.852236652,3.409967713,ID2
regulation of protein serine/threonine kinase activity (GO:0071900),2/111,0.302883979,0.419946542,0,0,1.834117264,2.190679665,CALM1;ACTB
cellular response to tumor necrosis factor (GO:0071356),3/194,0.304260101,0.421511554,0,0,1.571481996,1.869862975,TMSB4X;ACTN4;GBP2
regulation of cytoskeleton organization (GO:0051493),2/112,0.306553116,0.423594238,0,0,1.817351177,2.148771044,CAPN2;RHOBTB3
phosphatidylinositol metabolic process (GO:0046488),2/112,0.306553116,0.423594238,0,0,1.817351177,2.148771044,INPP5F;PLA2G1B
regulation of glucose import (GO:0046324),1/37,0.309492269,0.423594238,0,0,2.772867565,3.252080546,PLA2G1B
regulation of microtubule cytoskeleton organization (GO:0070507),1/37,0.309492269,0.423594238,0,0,2.772867565,3.252080546,STMN2
regulation of transport (GO:0051049),1/37,0.309492269,0.423594238,0,0,2.772867565,3.252080546,ACTB
skeletal muscle tissue development (GO:0007519),1/37,0.309492269,0.423594238,0,0,2.772867565,3.252080546,ACTA1
